epoch,acc,loss,mean_squared_error,val_acc,val_loss,val_mean_squared_error
21,0.5755080716950552,3.70361191204616,7.001540899276733,0.616676292280211,3.102304054872833,0.9890191816065433
22,0.626134649344853,3.585972009386335,3.540408216203962,0.6492864733194783,2.9191987549301484,1.706329853865352
23,0.6130684086254665,3.495369563783918,4.597712850570678,0.6788850052513346,2.92257032603243,0.9074869086272526
24,0.6229872567313058,3.6362831047603064,6.653678158351354,0.6710033164407215,3.309885160766379,1.1184434786330175
25,0.6159536583083016,3.6300395352499826,4.370832371711731,0.658111617948017,3.0282029740131686,1.565948503730941
26,0.6153299297605243,3.5009350640433174,5.9095543384552,0.6838697560512237,2.562270938915058,1.2695077666400993
27,0.6187527639525278,3.395185320717948,4.984556668145316,0.6189135643687561,2.6724777639347272,1.2670960321913671
28,0.6119362388338362,3.9348380361284527,4.879637963431222,0.6057981104746352,2.880440710234816,2.885169342486528
29,0.6024684037481035,3.640038612910679,7.13425019127982,0.6127357413298893,2.6959534979214634,2.3504964313367855
30,0.646111249923706,3.496494620186942,5.503899192810058,0.7049928938385344,2.784664968504523,0.5624890066411373
31,0.6609765802110944,3.3822715282440186,1.63136727980205,0.598678916910269,3.0463093214661536,1.4444258787336142
32,0.6297272273472377,3.2877010209219795,1.7968641928264073,0.6026866214118735,2.5412821978548146,0.926037442075075
33,0.6316164646829877,3.2689889226640974,1.6860087820461818,0.6749079105627798,2.900832706994384,0.7794193038105095
34,0.6245806847299848,3.374732140132359,4.642198719297137,0.6234382995723808,2.4853229105037493,3.0167148617932398
35,0.634091477734702,3.2496297427586147,2.9198108979633877,0.6592134668009124,2.7725195031966607,1.3221088360695943
36,0.631198969909123,3.4618237154824394,6.5808635473251345,0.6436230422806566,2.777251154836947,1.3176572218428564
37,0.6521357502256121,3.233926091875349,1.711258680479867,0.6241862478047392,2.4605387544980015,1.0788860738712505
38,0.6430405582700457,3.2294828006199428,1.5775832840374537,0.6620079061410723,2.65807485232388,0.9071568346371616
39,0.6534567151750837,3.027476453781128,1.42139037166323,0.6535399295117733,2.4135857080891183,0.9226001492381966
40,0.6597891466958182,3.037499727521624,1.4116985065596444,0.628399587460678,2.6462629502707156,0.7930822938028044
41,0.6312064562525068,3.2179359027317593,1.6537090063095092,0.6075501324486559,2.814919083657926,1.4424163042193783
42,0.6511424967220851,3.1876112052372525,1.7716142858777728,0.6470191852889792,2.380230647804093,1.060586708305526
43,0.6747572694505964,3.1776263645717076,1.585038389478411,0.6671581607665459,2.4260499651414635,0.9011028778814051
44,0.6696416241782052,3.0859350068228584,1.3153511558260236,0.691481918749148,2.3204042667890117,0.7648727928634977
45,0.6599096809114728,3.098182337624686,1.6324925490788051,0.6913208652586833,2.497212585741586,0.7675609788755431
46,0.6525877782276699,3.104166725703648,1.4639655811446053,0.6610751313014622,2.305150996159463,0.7651213268293952
47,0.6567997285297938,3.0077595438276017,1.4122985005378723,0.6253989234457921,2.362071160852474,0.8773382684610186
48,0.6194540653909956,3.0927993978772843,1.405847682271685,0.6243832546429042,2.295578954863722,0.9797840623089867
49,0.6665380665234157,3.055038445336478,1.4080498082297188,0.6972897753228237,2.446699198145066,0.9816093601449563
50,0.6995982817241124,3.0482932022639684,1.4593991245542253,0.73896997122869,2.647655561892656,0.6311957496796211
51,0.6776760288647243,3.022768953868321,1.396555655343192,0.6874647279725458,2.59434042707847,0.6124641451522381
52,0.702925523689815,2.9514635835375103,1.2283764600753784,0.6665133298748601,2.6219419736931795,0.8221965801976893
53,0.6731953893389021,2.9938365391322543,1.2606613312448773,0.6699805142235582,2.2046463332907127,0.8982648753771817
54,0.6459075553076608,2.9955653531210764,1.4642325367246356,0.6450475945959996,2.4855958997768206,0.7090429528786318
55,0.6656132970537458,2.987040526526315,1.2869463767324174,0.6782957572136482,2.155007539874446,0.7088031829708684
56,0.6653950572013855,2.865072877066476,1.2782268064362663,0.6771787561639382,2.681862253342232,0.6843284733974151
57,0.656845166002001,3.099880381992885,1.1826730915478298,0.7024064625266695,2.195935512111135,0.6657112767226505
58,0.666253970350538,3.0431681632995606,1.3854249102728708,0.6269435277820503,4.183917156971284,2.1547477889235003
59,0.6112520234925406,4.293809195927211,1.8129365938050406,0.5471424573529375,2.9915209791086017,1.2619885162715494
60,0.5789747442517962,3.3961213793073384,1.8626549925122942,0.6590806406779881,2.785406864472549,0.9771841103143065
61,0.607887635912214,3.228064911706107,1.680139524596078,0.7010333272662476,2.6234107957269153,0.6518735085090581
62,0.6467714088303702,3.2378191334860666,1.4261482443128313,0.6214655102604497,2.5126775946930375,1.0011083627269215
63,0.6732981784003121,3.101659529549735,1.2530301008905684,0.7069439896701897,2.555432225665907,0.7712525834132286
64,0.6886503492082868,3.122205768312727,1.2114492212023054,0.7002161414953914,2.542839391388162,0.6703939959950691
65,0.6579644662993295,3.1756071499415808,1.5507480382919312,0.6548922679720134,2.5309453289004136,0.7377241780288029
66,0.6142844080924987,3.2792140143258233,1.4175990087645394,0.5549899739940671,3.0208876585438302,0.43644832216040064
67,0.6432427968297686,3.5303394998822895,1.4328871982438223,0.5601134965889645,2.874326650243606,1.1987621279528542
68,0.6095678636005947,3.3828780923570907,2.0370748468807767,0.6733428152808307,2.5343389928775983,0.7246337641764732
69,0.6888183525630406,3.2058483260018487,1.5811543158122472,0.6997537734734751,2.4246970040954814,0.6583730861218307
70,0.7056540301867894,3.120679746355329,1.090108028479985,0.6911526861852103,2.5504920500038315,0.7761171212161544
71,0.6916083642414638,3.036443901062012,1.5352131911686488,0.6665121499639358,2.4284747308188113,0.9072115778052894
72,0.6868484922817775,2.9323873043060305,1.402250337600708,0.6987125586419209,2.3345855831229776,0.6242990023898383
73,0.6950404388563973,2.943279927117484,1.3557155404772077,0.6884690988672911,2.253900313899465,0.8659356910816944
74,0.6496852942875453,2.8605469294956754,1.3928368500300816,0.7005834287970606,2.3193267035658343,0.9568832425305444
75,0.7063998239380973,2.9306026594979424,1.2491844585963658,0.7299430531306859,2.585001952456732,0.8069635116270859
76,0.70999459198543,3.1008294446127755,1.4010419522012982,0.7627398384748584,2.6053252359376335,0.8017153104726416
77,0.7073095508984157,2.905150168282645,1.2564460090228489,0.686561366502386,2.30941401954985,0.7847506025411787
78,0.7086375645228795,2.8801439966474263,1.2462684035301208,0.6942190014532883,2.347231435079644,0.531885987650739
79,0.6684939622879028,2.978356122970581,0.8820550067084176,0.7376464487862413,2.2491903983763533,0.5390347781842643
80,0.7210128937448774,2.741935443878174,1.025124444280352,0.7176106163185009,2.1123942319494096,0.5761929010822825
81,0.7160560931478228,2.6699998923710413,1.0596851910863603,0.7142376190554487,2.2039286098341,0.5852575284721208
82,0.7118115663528443,2.603077588762556,1.0551981840814864,0.71403585298218,2.131794449186673,0.5805335105770696
83,0.6984517880848475,2.6106931618281775,0.9893903527941023,0.7122342120992006,2.1356849670410156,0.6022334559990542
84,0.7177173461232866,2.57113003049578,1.0652746541159495,0.7092602979527772,2.104197442966656,0.5878136462538782
85,0.7153168371745519,2.526488821847098,1.0354043790272305,0.7162983695956042,2.066615682448784,0.599598821932382
86,0.7157063484191895,2.548342548097883,1.1266138877187457,0.7233712172856296,2.094309484871635,0.6029489083881796
87,0.7145764248711722,2.6086388996669223,1.0979200976235526,0.7138150560594824,2.165394156518644,0.5926582500012252
88,0.7146167005811419,2.6715714727129254,1.124219366482326,0.7060810688638339,2.1609382055101602,0.5753821795874269
89,0.7119222096034459,2.477329547064645,1.120484367438725,0.7193198225794047,2.064380529153086,0.6065809718013679
90,0.7165241088185992,2.495682648250035,1.1600650804383414,0.7162484517932808,2.102783632974555,0.6320626805298519
91,0.7138305612972804,2.5332120112010412,1.184818194593702,0.7089741482351818,2.031412798122768,0.6392880991427567
92,0.7115588699068341,2.4323808056967597,1.2143355335508075,0.7216165174532981,1.9915523911914685,0.6344304058673608
93,0.7168440461158753,2.513432795660836,1.1716375827789307,0.721801356242521,2.026731377970563,0.6460399575477099
94,0.7144871592521668,2.536313894816807,1.1828710658209665,0.721249247554445,1.9748323642424424,0.6428287333815638
95,0.7135822296142578,2.510488666806902,1.1771622555596488,0.713636479238524,2.0080135564734465,0.6068260486978684
96,0.7111340352467128,2.5106033529554095,1.1790323512894767,0.7228945780844585,2.0467059194606585,0.6385193236552886
97,0.7125792401177543,2.5776395525251115,1.2848941223961967,0.7179769908424711,2.099612507506879,0.6594649527194726
98,0.7110457045691354,2.4763947214399065,1.451385828426906,0.7175330389155089,1.9647253917081513,0.7315176638373493
99,0.7058785234178816,2.468813695226397,1.3358496052878244,0.7274650992268193,2.0515718164235137,0.6480376180941171
100,0.7131424903869629,2.50409882409232,1.305910691193172,0.7264280219147675,2.004788567549991,0.6550160907480839
101,0.691356977394649,2.411335005078997,1.3400440301213945,0.7247018622655939,2.0103150910704675,0.6666222001514296
102,0.7116042341504778,2.4508486543382917,1.3415145993232727,0.7239958213193574,2.022211741356954,0.6420747607293791
103,0.712196057183402,2.460675631250654,1.3094345382281711,0.7206507790697753,2.0130063130037628,0.6615119337165443
104,0.7099820137023926,2.4501052379608153,1.2498369353158134,0.7218465191604447,2.025469739941785,0.6245950878101544
105,0.70928704057421,2.4331832579204016,1.2564223664147514,0.7221107043489052,2.010140798387736,0.639120180241383
106,0.7106953127043588,2.448476845877511,1.3224153075899396,0.7214447594907162,2.0242489393610152,0.6409974794318206
107,0.7080519982746669,2.425359242303031,1.2864796502249582,0.723027105314018,2.0187292829917296,0.6519897062413014
108,0.7127276114055089,2.4642424515315464,1.3259489570345198,0.7251585835087908,1.988281072491277,0.6527928897064098
109,0.7115593825067793,2.429656880242484,1.3667334641729083,0.7265985930052987,2.023482465395962,0.6503253748817165
110,0.7152450851031712,2.478610406603132,1.2979261210986546,0.7252492265109598,2.008023126281961,0.6389746283092638
111,0.71437520640237,2.478926811899458,1.26465254511152,0.7239179776532807,1.987895652325484,0.6351286747159749
112,0.7093797274998256,2.4211549963269916,1.2680943369865418,0.7224307242971267,2.004752594189052,0.6421937724969683
113,0.7091525503567286,2.4734350340706963,1.265075125013079,0.722102371010467,2.0283394364544947,0.6413757365985508
114,0.7084109016827175,2.389636254310608,1.272247954777309,0.7247809136871004,2.004755382120174,0.6436571465791577
115,0.7037212559155055,2.340478375979832,1.341113303388868,0.7237004602912569,2.0137709109452517,0.6490061587660853
116,0.6921611479350499,2.4803412641797746,1.3000207662582397,0.7216272145292185,2.0217113460067413,0.6606346090344617
117,0.6893896664891924,2.366705352919442,1.2831726125308445,0.7260387535512882,2.0103936073553825,0.6516603257534278
118,0.7016569018363953,2.3654702629361832,1.282095331805093,0.7231510268510694,2.030394521072833,0.6545283385436901
119,0.6822596073150635,2.347011378833226,1.2960620624678476,0.7251933704327492,1.9961021990671646,0.6701829859810154
120,0.6822117005075727,2.4610001700265065,1.2891178301402502,0.7235848760082774,2.027725416378383,0.6557313551867965
121,0.6815621597426278,2.4688171999795094,1.2795710069792612,0.7247173146609842,2.0084449061512077,0.6576100518233585
122,0.6794945257050651,2.350104400089809,1.3262756381716048,0.7235506868710483,2.022253689104623,0.6511818892764349
123,0.6795902677944728,2.414210932595389,1.3138435159410748,0.7261436485896146,1.9999725818634033,0.6456745775946735
124,0.6792527420180184,2.463543633052281,1.2896334273474557,0.72513718935695,2.01534574397289,0.6422197914471591
125,0.6801755462374006,2.414346204485212,1.3498910750661577,0.7251811754094423,2.016327583006699,0.6362028687539762
126,0.676646648134504,2.4447929109845843,1.3640391843659536,0.7255484566201259,1.9865924006831037,0.6555317501082037
127,0.6863785862922669,2.533426591328212,1.299480072089604,0.7263385779666205,2.00341749017256,0.6406726062732891
128,0.6842755539076669,2.4048874957220896,1.318687985624586,0.7227014385870774,2.024415099707833,0.6531287570939447
129,0.6811467715672084,2.4204864229474747,1.2783735718045917,0.7234205473078429,1.9926295872152286,0.6612028762371871
130,0.6829215833118983,2.408621726717268,1.3815296462603979,0.7225385865155798,1.9948702102159932,0.6558221404569863
131,0.7073729412896292,2.4711588757378715,1.3208019222532,0.7235673370152494,1.9972601023903729,0.6624674361987706
132,0.700030243396759,2.3999656779425487,1.3891558868544442,0.7269533990073378,1.9754001850629375,0.6730773048679324
133,0.6993246521268572,2.4596922738211497,1.3551786065101623,0.7279378667365025,2.009483384389947,0.6353107307949205
134,0.6951985461371285,2.4096756049564907,1.2838835682187761,0.7269679590733382,2.001331169239796,0.6430138071088025
135,0.6809961472238814,2.385719966888428,1.321906440598624,0.7274826234274537,2.0072956781317717,0.6429679254545783
136,0.6831394502094814,2.372895050048828,1.3272062063217163,0.72911131904073,1.9770012006272364,0.6721218398017604
137,0.6830817341804505,2.3757889475141254,1.335758992603847,0.7289410546748307,2.00393896033294,0.6568404183770619
138,0.6855963689940316,2.448784269605364,1.2637049453599112,0.7274214151131846,1.9757849456620042,0.6533566373978218
139,0.6807054332324437,2.442093559673854,1.3197323731013706,0.7267611344365308,2.0163474291780568,0.6365094324098016
140,0.6816947545324054,2.429840121950422,1.280706112725394,0.7285642523835175,2.0187836946362125,0.6471727433865958
141,0.6832875336919512,2.445010028566633,1.2587443368775504,0.7262877669647663,1.9939239738631422,0.643885056467822
142,0.684331602709634,2.455915216037205,1.2863684824534825,0.7289778894751612,1.98269335022808,0.6453397752594774
143,0.683068140915462,2.4402824333735875,1.2796361701829093,0.7258346185196926,2.003484852992705,0.6373102221175702
144,0.6830160805157253,2.4829114403043473,1.2287070342472621,0.7262479610686755,1.982664061288764,0.6494187247144044
145,0.6836662854467119,2.403065729141235,1.3183357443128314,0.7281827252276623,1.9690784433462325,0.6568851401336002
146,0.6840927958488464,2.415102253641401,1.2656346372195653,0.7292111563856585,1.9935175641609804,0.6440009870668397
147,0.6831497720309666,2.423648548126221,1.3256519743374415,0.7269572550362914,1.9974802097264868,0.6603978489437242
148,0.6834088615008763,2.4027256318501062,1.3351199490683419,0.7274086353552602,1.9870716272479427,0.6652382986388937
149,0.6901668667793274,2.405030104092189,1.2490188002586364,0.7291939349940223,1.9817291193634925,0.6623173090663269
