epoch,acc,loss,mean_squared_error,val_acc,val_loss,val_mean_squared_error
0,0.3527590108640266,53.918294155236445,14.87903388341268,0.4769235379504461,8.278752953466707,1.95820934058976
1,0.6973067666545059,10.432707931056168,0.6759927543726835,0.834963910336042,7.796674108853305,0.3056550876502573
2,0.7007619214780403,8.937489697427461,0.2642017232649254,0.5983595643600408,7.597953998259384,0.1588500280232325
3,0.5256826967904062,9.308494914661754,0.2394476289098913,0.5936851162109932,7.90657886449438,0.4962176038836041
4,0.6002408410563613,8.811558521155154,0.43597599593075836,0.5549643531332921,7.383971332633583,0.3250119494695733
5,0.5979031252138542,8.369614630034476,0.34042197104656335,0.6793378578485364,7.265120005085521,0.20665144626676601
6,0.7034548936468182,8.73594821583141,0.22844435229445947,0.6685160006919917,6.762480352916857,0.16724152873902426
7,0.6767942146821455,8.324553735328443,0.3296968810486071,0.6469467221385371,6.497898129651146,0.1838456527160032
8,0.6335394256042711,7.694539922656435,0.5630793499224114,0.5685012971397734,6.624629723764684,0.23271050461887444
9,0.6560250719388326,7.948101982925877,0.5981385879444353,0.5308380005133413,6.411249007621821,0.19572600504777726
10,0.6190099698124509,7.478676087928541,0.5081564874360056,0.6517014573090267,6.364006519317627,0.24217234606290386
11,0.6339063987587438,7.163641900727243,0.731270721464446,0.5282549905951006,6.343140288861129,0.16410232884605436
12,0.5936051047209537,6.982008428284616,0.5650555816563693,0.4221857070487781,6.162057319696802,0.15281865490178992
13,0.5428515708807743,7.010074788873846,0.6601357405835931,0.44242169300135037,6.086729975512428,0.1539641496908926
14,0.5277148051695391,6.73884949539647,0.8381943883317889,0.5688682664049803,5.92812934583121,0.2475122837689671
15,0.541097980557066,7.05581757516572,1.0724497961275505,0.4509205226480526,5.8182673349867775,0.2003152078955713
16,0.5341982841491699,6.636372797416918,1.2706202124104355,0.5542956207790514,5.653088520913228,0.26650778372792433
17,0.6021649277571476,6.686727422656435,1.1537141402562459,0.48379064606924127,5.4780019565220295,0.17339369611148417
18,0.5694500117590933,6.660955140084932,1.100009195732348,0.5650982325964601,5.522105175213222,0.2378568781988464
19,0.5979417381864606,6.750869678728508,1.438212300791885,0.4671106612595328,5.524158303755043,0.22308987118031856
20,0.5896797162113767,6.851838111877441,1.2417998783516162,0.45799827010092076,5.503188188928757,0.26503219787221755
21,0.6520257086464853,6.636880325548576,1.1178426561933574,0.5219839102160322,5.229081689876361,0.22979662039854232
22,0.5693298596324343,6.477807435122403,0.8362435391454985,0.543301574940229,5.457920948084253,0.2149655831991321
23,0.6143729343558803,6.5869166778795645,1.1294447219733037,0.48936037643112407,5.13196722434385,0.21476557437520827
24,0.6081486524957599,6.141477180249764,1.5291732188427087,0.4323321280688265,5.03839515073456,0.2597804352314803
25,0.574669417106744,6.00055490840565,1.5998867172183413,0.4741867223795313,4.914128004199397,0.23434660447775013
26,0.5812502593705149,6.251431479598537,1.653725555448821,0.5153959854675906,4.908951404320932,0.2549763643828622
27,0.6141582257819899,5.99962059656779,1.7839211586749915,0.4586252052418507,4.896740551412541,0.2813671775107836
28,0.6067158615950382,5.841832493290757,1.7734778360887007,0.5135661724710117,4.574332675794615,0.280260424109271
29,0.5904644619334828,5.839667825987845,1.8410732890620376,0.46820739411959683,4.631808538506501,0.24576033597444966
30,0.53291859590646,5.628132632284453,1.5916936180808328,0.4379227583425759,4.673353320490705,0.24196799219089704
31,0.5342197382088864,5.694174520897143,2.0520640972888833,0.4490823258448691,4.593983740702162,0.2633780419391437
32,0.49768896265463397,5.738534060391513,2.0020336093324604,0.38581976664327355,5.229288595436263,0.2778763692744457
33,0.5466945568720499,5.742540142752907,2.4964729728120747,0.45575631317431037,5.273320358164989,0.21978491762258712
34,0.5540124105684685,5.795989657893325,1.9402930014061206,0.5255106504816208,4.440902306215606,0.2791248499041926
35,0.5510094816034491,5.594482508572665,1.505313768531337,0.448227171915291,4.33647620764962,0.2829451269476953
36,0.5390829949667959,5.588314114194928,1.5304161021203706,0.4799913746597123,4.277098412061259,0.2617657593567006
37,0.5451994718927325,5.523631139235063,1.6330544009353176,0.45769147324736104,4.277420458132333,0.3046463114501786
38,0.5124810843756704,5.281843069827918,1.6414208701162627,0.5050907652743541,4.209780056111134,0.32562989257547975
39,0.5557562564358567,5.507823785146077,1.5248417276324648,0.48138903396843125,4.311744815241681,0.23899778745470257
40,0.5976411176450325,5.84993905732126,1.2984763745105627,0.3792368595617531,4.628391140568866,0.3940473577401934
41,0.5446233911947771,5.707391825589267,1.8244749668872717,0.42711764704572025,4.375545042274642,0.2556830609801912
42,0.5744050163211245,5.472294561790697,1.760571837425232,0.5173002290029596,4.215926413988545,0.24448897608005218
43,0.579713989387859,5.225089145429207,0.7071682747566339,0.4243273269521059,4.233114816846639,0.2463269509973317
44,0.5447711131789468,5.106594374685576,0.5672596124085513,0.4807662659317908,3.944289378006093,0.2640213405128813
45,0.5823709585449912,5.0057730819239765,0.6267251661329558,0.5501946223913318,3.819274919746566,0.2937283589892144
46,0.5902679508382623,5.029582355961655,0.6607523416027878,0.4846675287197976,3.859233539469921,0.3022687052288195
47,0.6101963863228307,4.941667340018532,0.6862365260268702,0.48296809457514406,3.735952941170574,0.36131083356202953
48,0.5854810458241086,4.963842550913493,0.9129562648859891,0.4683135547777162,3.6853231443975965,0.32604053420742063
